dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
B00149,11/1/2019 0:54,11/1/2019 1:07,,188,
B00149,11/1/2019 0:11,11/1/2019 0:15,264,225,
B00149,11/1/2019 0:35,11/1/2019 0:46,264,225,
B00149,11/1/2019 0:08,11/1/2019 0:12,264,225,
B00149,11/1/2019 0:28,11/1/2019 0:39,264,35,
B00149,11/1/2019 0:14,11/1/2019 0:18,,225,
B00160,11/1/2019 0:38,11/1/2019 0:40,264,264,
B00160,11/1/2019 0:42,11/1/2019 0:58,264,264,
B00221,11/1/2019 0:22,11/1/2019 0:22,264,69,
B00221,11/1/2019 0:17,11/1/2019 0:20,264,119,
B00221,11/1/2019 0:56,11/1/2019 0:57,264,235,
B00221,11/1/2019 0:01,11/1/2019 0:16,264,127,
264,11/1/2019 0:06,11/1/2019 0:11,264,235,
B00221,11/1/2019 0:20,11/1/2019 0:32,264,127,
B00225,11/1/2019 0:00,11/1/2019 0:46,264,72,
B00225,11/1/2019 0:09,11/1/2019 0:47,264,108,
B00225,11/1/2019 0:26,11/1/2019 0:57,264,45,
B00227,11/1/2019 0:23,11/1/2019 1:13,264,264,
B00227,11/1/2019 0:10,11/1/2019 1:45,264,264,
B00227,11/1/2019 0:23,11/1/2019 1:33,264,264,
B00235,11/1/2019 0:44,11/1/2019 1:08,264,264,
B00235,11/1/2019 0:13,11/1/2019 1:23,264,264,
B00248,11/1/2019 0:20,11/1/2019 0:28,,56,
B00248,11/1/2019 0:26,11/1/2019 0:37,264,73,
B00248,11/1/2019 0:16,11/1/2019 0:51,264,265,
,11/1/2019 0:31,11/1/2019 1:02,264,67,
B00248,11/1/2019 0:26,11/1/2019 0:45,264,132,
B00248,11/1/2019 0:00,11/1/2019 0:18,264,171,
B00248,,11/1/2019 0:39,264,73,
B00248,11/1/2019 0:00,11/1/2019 0:06,264,192,
B00248,11/1/2019 0:28,11/1/2019 0:43,264,82,
B00248,11/1/2019 0:09,11/1/2019 0:20,264,92,
-2345,ccc190,11/1/2019 0:32,264,216,
B00248,11/1/2019 0:46,11/1/2019 1:01,264,82,
B00248,11/1/2019 0:26,11/1/2019 0:33,264,171,
B00248,11/1/2019 0:32,11/1/2019 0:52,264,92,
B00248,11/1/2019 0:18,11/1/2019 0:25,264,82,
B00248,11/1/2019 0:39,11/1/2019 1:05,,98,
B00254,11/1/2019 0:56,11/1/2019 1:37,161,210,
B00254,11/1/2019 0:17,11/1/2019 1:10,13,265,
B00254,11/1/2019 0:07,11/1/2019 0:50,100,91,
B00254,11/1/2019 0:33,11/1/2019 1:06,237,265,
B00254,11/1/2019 0:44,11/1/2019 1:07,100,7,
B00254,11/1/2019 0:45,11/1/2019 1:00,161,24,
B00254,11/1/2019 0:27,11/1/2019 0:52,13,265,
B00254,11/1/2019 0:38,11/1/2019 0:59,113,236,
akdajfkldj,11/1/2019 0:14,11/1/2019 0:44,163,254,
B00254,11/1/2019 0:39,11/1/2019 1:13,87,10,
B00254,11/1/2019 0:35,11/1/2019 0:41,13,158,
B00254,11/1/2019 0:03,11/1/2019 0:15,161,263,
D00246,11/1/2019 0:25,11/1/2019 0:55,138,265,
B00254,11/1/2019 0:13,11/1/2019 0:20,100,68,
B00254,11/1/2019 0:10,11/1/2019 0:25,170,265,
B00254,11/1/2019 0:12,11/1/2019 0:20,261,257,
B00256,11/1/2019 0:39,11/1/2019 1:08,264,264,
B00256,11/1/2019 0:10,11/1/2019 0:40,264,264,
B00256,11/1/2019 0:49,11/1/2019 1:25,264,264,
B00256,11/1/2019 0:18,11/1/2019 0:51,264,264,
B00256,11/1/2019 0:07,11/1/2019 1:07,264,264,
B00256,11/1/2019 0:28,11/1/2019 0:55,264,264,
,,,3456,264,
B00256,11/1/2019 0:29,11/1/2019 1:08,264,264,
B00256,11/1/2019 0:16,11/1/2019 0:51,264,264,
B00256,11/1/2019 0:49,11/1/2019 1:18,264,264,
B00256,11/1/2019 0:13,11/1/2019 0:47,264,264,
0,11/1/2019 0:54,11/1/2019 1:30,264,264,
B00256,11/1/2019 0:58,11/1/2019 1:29,264,264,
