dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
B00821,11/1/2019 0:48,11/1/2019 1:00,264,130,
B00821,11/1/2019 0:07,11/1/2019 0:08,264,63,
B00821,11/1/2019 0:32,11/1/2019 0:40,264,82,
B00821,11/1/2019 0:33,11/1/2019 0:45,264,124,
B00821,11/1/2019 0:58,11/1/2019 1:01,264,258,
B00837,11/1/2019 0:43,11/1/2019 0:49,264,264,
B00837,11/1/2019 0:10,11/1/2019 0:43,264,264,
B00837,11/1/2019 0:01,11/1/2019 0:35,264,264,
B00837,11/1/2019 0:56,11/1/2019 1:38,264,264,
B00850,11/1/2019 0:00,11/1/2019 0:12,264,235,
B00850,11/1/2019 0:52,11/1/2019 1:02,264,244,
B00850,11/1/2019 0:25,11/1/2019 0:29,264,47,
B00856,11/1/2019 0:22,11/1/2019 0:43,264,216,
B00856,11/1/2019 0:27,11/1/2019 0:37,264,76,
B00856,11/1/2019 0:16,11/1/2019 0:19,264,35,
B00856,11/1/2019 0:50,11/1/2019 1:03,264,222,
B00856,11/1/2019 0:30,11/1/2019 0:52,264,256,
B00856,11/1/2019 0:16,11/1/2019 0:30,264,71,
B00856,11/1/2019 0:20,11/1/2019 0:29,264,188,
B00856,11/1/2019 0:13,11/1/2019 0:16,264,61,
B00856,11/1/2019 0:26,11/1/2019 0:31,264,35,
B00856,11/1/2019 0:04,11/1/2019 0:12,264,35,
B00856,11/1/2019 0:19,11/1/2019 0:22,264,35,
B00856,11/1/2019 0:39,11/1/2019 0:55,264,216,
B00856,11/1/2019 0:22,11/1/2019 0:37,264,61,
B00856,11/1/2019 0:02,11/1/2019 0:45,264,39,
B00856,11/1/2019 0:49,11/1/2019 0:58,264,91,
B00856,11/1/2019 0:51,11/1/2019 0:58,264,39,
B00856,11/1/2019 0:51,11/1/2019 1:25,264,249,
B00887,11/1/2019 0:19,11/1/2019 0:44,264,144,
B00887,11/1/2019 0:58,11/1/2019 1:32,264,137,
B00887,11/1/2019 0:06,11/1/2019 0:43,264,265,
B00887,11/1/2019 0:37,11/1/2019 1:03,264,265,
B00887,11/1/2019 0:54,11/1/2019 1:11,264,263,
B00887,11/1/2019 0:31,11/1/2019 2:20,264,265,
B00887,11/1/2019 0:43,11/1/2019 1:22,264,239,
B00887,11/1/2019 0:33,11/1/2019 1:24,264,265,
B00887,11/1/2019 0:22,11/1/2019 1:10,264,265,
B00888,11/1/2019 0:48,11/1/2019 1:19,264,264,
B00889,11/1/2019 0:30,11/1/2019 0:44,129,83,
B00889,11/1/2019 0:22,11/1/2019 0:42,129,83,
B00889,11/1/2019 0:15,11/1/2019 0:33,260,146,
B00900,11/1/2019 0:28,11/1/2019 0:36,264,76,
B00900,11/1/2019 0:59,11/1/2019 1:02,264,258,
B00900,11/1/2019 0:23,11/1/2019 0:33,264,124,
B00900,11/1/2019 0:40,11/1/2019 0:51,264,258,
B00900,11/1/2019 0:14,11/1/2019 0:26,264,124,
B00900,11/1/2019 0:11,11/1/2019 0:17,264,216,
B00900,11/1/2019 0:28,11/1/2019 0:34,264,197,
B00900,11/1/2019 0:44,11/1/2019 0:48,264,197,
B00900,11/1/2019 0:57,11/1/2019 1:04,264,258,
B00900,11/1/2019 0:11,11/1/2019 0:15,264,258,
B00900,11/1/2019 0:23,11/1/2019 0:31,264,196,
B00900,11/1/2019 0:14,11/1/2019 0:29,264,180,
B00900,11/1/2019 0:37,11/1/2019 0:46,264,216,
B00900,11/1/2019 0:43,11/1/2019 0:57,264,76,
B00900,11/1/2019 0:22,11/1/2019 0:39,264,216,
B00900,11/1/2019 0:21,11/1/2019 0:28,264,10,
B00900,11/1/2019 0:43,11/1/2019 0:46,264,102,
B00900,11/1/2019 0:18,11/1/2019 0:26,264,96,
B00900,11/1/2019 0:55,11/1/2019 1:00,264,258,
B00900,11/1/2019 0:25,11/1/2019 0:29,264,95,
B00900,11/1/2019 0:42,11/1/2019 0:54,264,223,
B00900,11/1/2019 0:29,11/1/2019 0:41,264,35,
B00900,11/1/2019 0:00,11/1/2019 0:04,264,197,
B00900,11/1/2019 0:33,11/1/2019 0:38,264,134,
B00911,11/1/2019 0:29,11/1/2019 0:36,264,78,
B00911,11/1/2019 0:05,11/1/2019 0:15,264,241,
B00911,11/1/2019 0:31,11/1/2019 0:44,264,235,
B00911,11/1/2019 0:09,11/1/2019 0:17,264,18,
B00932,11/1/2019 0:22,11/1/2019 0:26,264,37,
B00937,11/1/2019 0:11,11/1/2019 0:28,264,220,
B00937,11/1/2019 0:04,11/1/2019 0:12,264,152,
B00937,11/1/2019 0:30,11/1/2019 0:46,264,159,
B00937,11/1/2019 0:09,11/1/2019 0:29,264,259,
B00937,11/1/2019 0:55,11/1/2019 0:59,264,244,
B00937,11/1/2019 0:27,11/1/2019 0:32,264,244,
B00937,11/1/2019 0:40,11/1/2019 0:51,264,136,
B00937,11/1/2019 0:01,11/1/2019 0:05,264,127,
B00937,11/1/2019 0:02,11/1/2019 0:19,264,248,
B00937,11/1/2019 0:12,11/1/2019 0:16,264,243,
B00937,11/1/2019 0:35,11/1/2019 0:43,264,127,
B00937,11/1/2019 0:56,11/1/2019 1:14,264,60,
B00972,11/1/2019 0:40,11/1/2019 0:41,5,99,
B00972,11/1/2019 0:55,11/1/2019 1:20,44,221,
B00975,11/1/2019 0:27,11/1/2019 1:03,91,225,
B00975,11/1/2019 0:02,11/1/2019 0:25,72,77,
B00991,11/1/2019 0:27,11/1/2019 0:35,264,264,
B01016,11/1/2019 0:08,11/1/2019 0:16,264,124,
B01016,11/1/2019 0:40,11/1/2019 0:59,264,17,
B01016,11/1/2019 0:20,11/1/2019 0:22,264,124,
B01061,11/1/2019 0:09,11/1/2019 0:23,264,167,
B01061,11/1/2019 0:34,11/1/2019 0:46,264,185,
B01061,11/1/2019 0:14,11/1/2019 0:25,264,51,
B01061,11/1/2019 0:08,11/1/2019 0:18,264,168,
B01061,11/1/2019 0:33,11/1/2019 0:52,264,185,
B01061,11/1/2019 0:17,11/1/2019 0:26,264,208,
B01061,11/1/2019 0:00,11/1/2019 0:07,264,47,
B01061,11/1/2019 0:27,11/1/2019 0:47,264,41,
B01061,11/1/2019 0:17,11/1/2019 0:22,264,147,
B01061,11/1/2019 0:28,11/1/2019 0:37,264,47,
B01061,11/1/2019 0:25,11/1/2019 0:38,264,136,
B01061,11/1/2019 0:16,11/1/2019 0:22,264,167,
B01061,11/1/2019 0:52,11/1/2019 1:02,264,60,
B01061,11/1/2019 0:17,11/1/2019 1:01,264,235,
B01065,11/1/2019 0:51,11/1/2019 0:56,264,75,
B01065,11/1/2019 0:58,11/1/2019 1:04,264,41,
B01065,11/1/2019 0:06,11/1/2019 0:18,264,235,
B01065,11/1/2019 0:38,11/1/2019 0:45,264,47,
B01065,11/1/2019 0:17,11/1/2019 0:34,264,159,
B01066,11/1/2019 0:59,11/1/2019 1:17,173,70,
B01066,11/1/2019 0:07,11/1/2019 0:22,70,129,
B01066,11/1/2019 0:27,11/1/2019 1:11,56,74,
B01069,11/1/2019 0:33,11/1/2019 1:03,264,97,
B01079,11/1/2019 0:07,11/1/2019 0:12,264,14,
B01079,11/1/2019 0:21,11/1/2019 0:25,264,228,
B01079,11/1/2019 0:22,11/1/2019 0:47,264,67,
B01083,11/1/2019 0:18,11/1/2019 0:41,264,136,
B01083,11/1/2019 0:25,11/1/2019 0:33,264,243,
B01083,11/1/2019 0:26,11/1/2019 0:37,264,136,
B01087,11/1/2019 0:45,11/1/2019 1:08,230,265,
B01087,11/1/2019 0:55,11/1/2019 1:32,230,265,
B01087,11/1/2019 0:23,11/1/2019 0:53,13,197,
B01087,11/1/2019 0:05,11/1/2019 0:18,162,75,
B01087,11/1/2019 0:05,11/1/2019 0:32,162,257,
B01087,11/1/2019 0:00,11/1/2019 0:30,161,225,
B01087,11/1/2019 0:54,11/1/2019 1:42,50,35,
B01087,11/1/2019 0:20,11/1/2019 0:28,230,237,
B01087,11/1/2019 0:52,11/1/2019 1:10,230,4,
B01087,11/1/2019 0:44,11/1/2019 0:49,163,237,
B01087,11/1/2019 0:05,11/1/2019 0:23,230,79,
B01087,11/1/2019 0:43,11/1/2019 1:10,88,212,
B01087,11/1/2019 0:00,11/1/2019 0:41,161,91,
B01087,11/1/2019 0:52,11/1/2019 1:10,138,236,
B01087,11/1/2019 0:50,11/1/2019 1:36,132,265,
B01087,11/1/2019 0:28,11/1/2019 0:43,230,145,
B01087,11/1/2019 0:27,11/1/2019 0:40,161,262,
B01087,11/1/2019 0:44,11/1/2019 0:51,161,236,
B01087,11/1/2019 0:04,11/1/2019 0:37,138,265,
B01087,11/1/2019 0:53,11/1/2019 1:15,132,170,
B01087,11/1/2019 0:48,11/1/2019 1:00,50,265,
B01087,11/1/2019 0:00,11/1/2019 0:50,161,214,
B01087,11/1/2019 0:16,11/1/2019 0:57,233,39,
B01087,11/1/2019 0:26,11/1/2019 0:53,161,131,
B01087,11/1/2019 0:12,11/1/2019 0:17,230,230,
B01087,11/1/2019 0:16,11/1/2019 0:51,13,200,
B01087,11/1/2019 0:38,11/1/2019 0:54,234,265,
B01087,11/1/2019 0:00,11/1/2019 0:32,230,69,
B01087,11/1/2019 0:44,11/1/2019 1:18,87,102,
B01087,11/1/2019 0:04,11/1/2019 0:39,100,39,
B01087,11/1/2019 0:58,11/1/2019 1:01,218,10,
B01087,11/1/2019 0:07,11/1/2019 0:39,164,14,
B01087,11/1/2019 0:35,11/1/2019 1:20,230,265,
B01087,11/1/2019 0:05,11/1/2019 0:09,230,48,
B01087,11/1/2019 0:40,11/1/2019 1:05,48,265,
B01087,11/1/2019 0:44,11/1/2019 1:00,163,226,
B01087,11/1/2019 0:15,11/1/2019 1:26,162,265,
B01087,11/1/2019 0:06,11/1/2019 0:08,230,230,
B01087,11/1/2019 0:26,11/1/2019 0:38,230,237,
B01087,11/1/2019 0:29,11/1/2019 0:52,132,265,
B01091,11/1/2019 0:26,11/1/2019 0:36,264,264,
B01091,11/1/2019 0:56,11/1/2019 1:06,264,264,
B01091,11/1/2019 0:35,11/1/2019 0:45,264,264,
B01091,11/1/2019 0:06,11/1/2019 0:16,264,264,
B01091,11/1/2019 0:02,11/1/2019 0:12,264,264,
B01091,11/1/2019 0:20,11/1/2019 0:31,264,264,
B01091,11/1/2019 0:44,11/1/2019 0:54,264,264,
B01109,11/1/2019 0:03,11/1/2019 0:07,264,61,
B01109,11/1/2019 0:58,11/1/2019 1:20,264,76,
B01109,11/1/2019 0:30,11/1/2019 0:40,264,35,
B01109,11/1/2019 0:30,11/1/2019 0:35,264,177,
B01109,11/1/2019 0:20,11/1/2019 0:25,264,225,
B01118,11/1/2019 0:47,11/1/2019 1:01,264,188,
B01118,11/1/2019 0:20,11/1/2019 0:40,264,228,
B01124,11/1/2019 0:29,11/1/2019 0:35,56,173,
B01124,11/1/2019 0:22,11/1/2019 0:35,56,173,
B01129,11/1/2019 0:11,11/1/2019 0:14,264,264,
B01129,11/1/2019 0:06,11/1/2019 0:23,264,264,
B01145,11/1/2019 0:07,11/1/2019 0:12,264,69,
B01145,11/1/2019 0:32,11/1/2019 0:46,264,94,
B01145,11/1/2019 0:13,11/1/2019 0:18,264,78,
B01145,11/1/2019 0:25,11/1/2019 0:40,264,74,
B01145,11/1/2019 0:54,11/1/2019 1:07,264,41,
B01145,11/1/2019 0:30,11/1/2019 0:35,264,20,
B01145,11/1/2019 0:41,11/1/2019 0:47,264,94,
B01145,11/1/2019 0:57,11/1/2019 1:08,264,119,
B01145,11/1/2019 0:18,11/1/2019 0:21,264,147,
B01145,11/1/2019 0:45,11/1/2019 1:09,264,136,
B01145,11/1/2019 0:06,11/1/2019 0:09,264,213,
B01145,11/1/2019 0:06,11/1/2019 0:12,264,159,
B01145,11/1/2019 0:21,11/1/2019 0:36,264,235,
B01145,11/1/2019 0:40,11/1/2019 0:45,264,94,
B01145,11/1/2019 0:12,11/1/2019 0:18,264,126,
B01145,11/1/2019 0:31,11/1/2019 0:38,264,147,
B01145,11/1/2019 0:31,11/1/2019 0:52,264,169,
