dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
B01145,11/1/2019 23:02,11/1/2019 23:08,264,159,
B01145,11/1/2019 23:18,11/1/2019 23:23,264,69,
B01145,11/1/2019 23:34,11/1/2019 23:39,264,159,
B01145,11/1/2019 23:54,11/2/2019 0:04,264,60,
B01145,11/1/2019 23:17,11/1/2019 23:22,264,119,
B01145,11/1/2019 23:37,11/1/2019 23:46,264,244,
B01145,11/1/2019 23:00,11/1/2019 23:11,264,116,
B01145,11/1/2019 23:42,11/1/2019 23:58,264,241,
B01148,11/1/2019 23:35,11/2/2019 0:00,264,63,
B01148,11/1/2019 23:46,11/1/2019 23:58,264,177,
B01148,11/1/2019 23:13,11/1/2019 23:25,264,61,
B01148,11/1/2019 23:56,11/2/2019 0:32,264,55,
B01176,11/1/2019 23:35,11/1/2019 23:44,56,56,
B01176,11/1/2019 23:29,11/1/2019 23:42,82,56,
B01183,11/1/2019 23:26,11/2/2019 0:12,230,265,
B01194,11/1/2019 23:08,11/2/2019 0:25,264,80,
B01196,11/1/2019 23:44,11/1/2019 23:50,264,247,
B01196,11/1/2019 23:32,11/1/2019 23:43,264,41,
B01196,11/1/2019 23:55,11/2/2019 0:06,264,244,
B01196,11/1/2019 23:46,11/1/2019 23:58,264,94,
B01196,11/1/2019 23:29,11/1/2019 23:43,264,94,
B01196,11/1/2019 23:48,11/1/2019 23:53,264,136,
B01196,11/1/2019 23:58,11/2/2019 0:03,264,20,
B01196,11/1/2019 23:22,11/1/2019 23:31,264,18,
B01196,11/1/2019 23:09,11/1/2019 23:33,264,168,
B01196,11/1/2019 23:48,11/2/2019 0:13,264,247,
B01196,11/1/2019 23:33,11/1/2019 23:41,264,78,
B01196,11/1/2019 23:57,11/2/2019 0:10,264,265,
B01196,11/1/2019 23:56,11/2/2019 0:07,264,127,
B01196,11/1/2019 23:41,11/1/2019 23:53,264,169,
B01196,11/1/2019 23:09,11/1/2019 23:35,264,159,
B01197,11/1/2019 23:30,11/2/2019 0:58,264,264,
B01200,11/1/2019 23:10,11/1/2019 23:22,264,177,
B01200,11/1/2019 23:24,11/1/2019 23:35,264,61,
B01200,11/1/2019 23:49,11/1/2019 23:59,264,181,
B01233,11/1/2019 23:25,11/1/2019 23:36,264,250,
B01233,11/1/2019 23:13,11/1/2019 23:22,264,265,
B01233,11/1/2019 23:34,11/1/2019 23:42,264,254,
B01239,11/1/2019 23:57,11/2/2019 0:06,264,254,
B01239,11/1/2019 23:43,11/1/2019 23:51,264,254,
B01239,11/1/2019 23:20,11/1/2019 23:34,264,243,
B01239,11/1/2019 23:44,11/2/2019 0:00,264,94,
B01239,11/1/2019 23:57,11/2/2019 0:03,264,254,
B01239,11/1/2019 23:41,11/1/2019 23:58,264,126,
B01239,11/1/2019 23:16,11/1/2019 23:30,264,248,
B01239,11/1/2019 23:51,11/1/2019 23:55,264,254,
B01239,11/1/2019 23:39,11/1/2019 23:47,264,242,
B01239,11/1/2019 23:56,11/2/2019 0:10,264,3,
B01239,11/1/2019 23:43,11/1/2019 23:53,264,265,
B01239,11/1/2019 23:01,11/1/2019 23:13,264,51,
B01239,11/1/2019 23:42,11/2/2019 0:08,264,254,
B01239,11/1/2019 23:45,11/2/2019 0:04,264,168,
B01239,11/1/2019 23:15,11/1/2019 23:31,264,18,
B01239,11/1/2019 23:44,11/1/2019 23:56,264,81,
B01239,11/1/2019 23:20,11/1/2019 23:25,264,259,
B01239,11/1/2019 23:34,11/1/2019 23:44,264,265,
B01239,11/1/2019 23:56,11/2/2019 0:09,264,254,
B01239,11/1/2019 23:43,11/1/2019 23:55,264,265,
B01239,11/1/2019 23:27,11/1/2019 23:41,264,265,
B01239,11/1/2019 23:52,11/2/2019 0:00,264,254,
B01239,11/1/2019 23:36,11/1/2019 23:49,264,174,
B01239,11/1/2019 23:14,11/1/2019 23:17,264,51,
B01239,11/1/2019 23:30,11/1/2019 23:33,264,3,
B01239,11/1/2019 23:53,11/1/2019 23:54,264,182,
B01239,11/1/2019 23:03,11/1/2019 23:07,264,81,
B01239,11/1/2019 23:15,11/1/2019 23:26,264,259,
B01239,11/1/2019 23:53,11/2/2019 0:16,264,116,
B01239,11/1/2019 23:39,11/1/2019 23:45,264,169,
B01239,11/1/2019 23:25,11/1/2019 23:33,264,254,
B01239,11/1/2019 23:42,11/1/2019 23:56,264,185,
B01239,11/1/2019 23:29,11/2/2019 0:02,264,7,
B01239,11/1/2019 23:37,11/1/2019 23:41,264,51,
B01239,11/1/2019 23:39,11/2/2019 0:13,264,254,
B01239,11/1/2019 23:47,11/2/2019 0:06,264,78,
B01239,11/1/2019 23:36,11/1/2019 23:44,264,259,
B01239,11/1/2019 23:01,11/1/2019 23:17,264,259,
B01239,11/1/2019 23:03,11/1/2019 23:15,264,60,
B01239,11/1/2019 23:53,11/2/2019 0:54,264,85,
B01239,11/1/2019 23:26,11/1/2019 23:55,264,247,
B01259,11/1/2019 23:05,11/1/2019 23:23,264,17,
B01280,11/1/2019 23:20,11/1/2019 23:50,264,264,
B01280,11/1/2019 23:27,11/1/2019 23:57,264,264,
B01285,11/1/2019 23:59,11/2/2019 0:07,264,69,
B01285,11/1/2019 23:19,11/1/2019 23:36,264,213,
B01285,11/1/2019 23:16,11/1/2019 23:21,264,244,
B01285,11/1/2019 23:05,11/1/2019 23:22,264,248,
B01285,11/1/2019 23:21,11/1/2019 23:44,264,168,
B01285,11/1/2019 23:57,11/2/2019 0:07,264,247,
B01285,11/1/2019 23:35,11/1/2019 23:56,264,235,
B01285,11/1/2019 23:19,11/1/2019 23:32,264,247,
B01285,11/1/2019 23:18,11/1/2019 23:25,264,119,
B01285,11/1/2019 23:29,11/1/2019 23:36,264,119,
B01308,11/1/2019 23:45,11/1/2019 23:53,264,264,
B01308,11/1/2019 23:26,11/1/2019 23:47,264,264,
B01311,11/1/2019 23:05,11/1/2019 23:17,264,264,
B01315,11/1/2019 23:05,11/1/2019 23:23,264,265,
B01315,11/1/2019 23:01,11/1/2019 23:07,264,31,
B01315,11/1/2019 23:25,11/1/2019 23:28,264,248,
B01315,11/1/2019 23:25,11/1/2019 23:43,264,116,
B01315,11/1/2019 23:54,11/2/2019 0:05,264,244,
B01315,11/1/2019 23:10,11/1/2019 23:19,264,250,
B01315,11/1/2019 23:26,11/1/2019 23:51,264,42,
B01315,11/1/2019 23:23,11/1/2019 23:35,264,247,
B01315,11/1/2019 23:20,11/1/2019 23:36,264,242,
B01315,11/1/2019 23:50,11/2/2019 0:09,264,81,
B01315,11/1/2019 23:08,11/1/2019 23:24,264,69,
B01315,11/1/2019 23:30,11/1/2019 23:55,264,74,
B01315,11/1/2019 23:14,11/1/2019 23:25,264,248,
B01315,11/1/2019 23:32,11/1/2019 23:43,264,78,
B01315,11/1/2019 23:52,11/2/2019 0:03,264,78,
B01315,11/1/2019 23:38,11/1/2019 23:59,264,32,
B01315,11/1/2019 23:54,11/2/2019 0:00,264,213,
B01326,11/1/2019 23:25,11/2/2019 17:58,264,161,
B01338,11/1/2019 23:02,11/1/2019 23:24,264,32,
B01338,11/1/2019 23:53,11/2/2019 0:05,264,242,
B01338,11/1/2019 23:10,11/1/2019 23:24,264,147,
B01338,11/1/2019 23:33,11/1/2019 23:47,264,235,
B01338,11/1/2019 23:22,11/1/2019 23:31,264,182,
B01338,11/1/2019 23:41,11/2/2019 0:04,264,74,
B01338,11/1/2019 23:41,11/1/2019 23:43,264,136,
B01338,11/1/2019 23:35,11/1/2019 23:38,264,254,
B01338,11/1/2019 23:49,11/1/2019 23:51,264,254,
